month_date_yyyymm,postal_code,zip_name,flag,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
201803,28207,"charlotte, nc",,1299000,0.0031,0.078,48,0.0435,-0.1724,44,-0.145631068,-0.52688172,20,-0.1667,-0.5455,0,,-1,12,0.5,-0.25,32,0.4545,-0.1579,351.342711,0.031,0.0886,3553,0.03,-0.0399,1555390,0.0911,0.1399,80,0.1765,-0.1667,0.666666667,0.1884,0.0115
201803,28202,"charlotte, nc",,354900,0.0025,0.0441,73,-0.0519,-0.0519,51,-0.23880597,0.096774194,32,-0.2727,-0.3846,0,,,24,1,-0.1429,64,0.2075,-0.0303,312.1319199,-0.0234,-0.0276,1170,0.0169,0.0833,457910.1818,0.0201,0.0801,137,0.0538,-0.042,0.876712329,0.1884,0.0196
201803,28273,"charlotte, nc",,245000,2.00E-04,-0.0157,53,0.1042,0.5143,32,-0.378640777,-0.072463768,48,0.2,0.2,16,0,3,12,0.5,0.5,66,0.375,0.4348,120.8487085,0.0169,0.1829,1966,-0.0061,-0.1866,294924.4242,-0.0702,0.0883,119,0.2396,0.4691,1.245283019,0.2453,-0.069
201803,28215,"charlotte, nc",,218900,-0.0045,0.3231,63,-0.1127,-0.0735,37,-0.26,-0.108433735,72,0,0.2,12,0.5,0.5,12,-0.4,0.5,138,0.15,0.2897,113.5278719,0.0343,0.1826,1883,-0.0167,0.1205,258134.2113,0.0073,0.3543,201,0.0524,0.1486,2.19047619,0.5003,0.6169
201803,28210,"charlotte, nc",,479510,0.0191,0.1284,149,0.2016,0.3925,43,-0.372262774,0.048780488,92,0.0455,0.2778,0,-1,,60,0.6667,0.5,99,-0.01,0.0421,207.2266158,0.0104,-0.0147,2430,8.00E-04,0.0369,654142.4593,0.0094,-0.1372,248,0.1071,0.2277,0.66442953,-0.142,-0.2234
201803,28205,"charlotte, nc",,329900,-0.0572,-0.0268,122,0.0609,0.525,37,-0.417322835,0.275862069,80,0.4286,0,4,,0,40,-0.0909,0.25,95,0.2179,0.0556,216.7747164,-0.0162,0.0188,1520,0.002,-0.0868,383974.2055,-0.028,-0.0252,217,0.1244,0.2765,0.778688525,0.1004,-0.3463
201803,28226,"charlotte, nc",,674000,-0.023,0.1482,149,0.155,0.2314,52,-0.485148515,0.209302326,76,0.1875,-0.05,4,,,32,0,-0.1111,88,0.2394,-0.0638,194.3544655,0.0053,0.0881,3313,-0.0319,0.0093,817561.95,-0.0398,-0.0015,237,0.185,0.1023,0.590604027,0.0402,-0.1863
201803,28209,"charlotte, nc",,504445,0.0493,-0.2179,66,0.1786,0,28,0.696969697,-0.317073171,52,-0.0714,0,0,,,24,0.5,-0.1429,69,0.1695,0.0147,242.678102,0.0174,-0.024,2182,0.0023,-0.1246,674815.8158,0.0619,-0.0341,135,0.1739,0.0075,1.045454545,-0.0081,0.0152
201803,28213,"charlotte, nc",,210000,-0.0233,0.2732,27,-0.069,-0.4255,35,0.076923077,-0.090909091,28,-0.3,-0.2222,0,,-1,8,0,-0.3333,45,-0.0217,-0.2623,98.7224158,-0.0202,0.0559,2036,0.017,0.1745,221223.2619,0.02,0.1634,72,-0.04,-0.3333,1.666666667,0.0805,0.3688
201803,28277,"charlotte, nc",,499950,0.0256,-1.00E-04,198,0.1928,0.1186,34,-0.252747253,-0.042253521,124,0.1481,-0.0882,12,0.5,2,68,-0.1053,0.1333,123,0.23,-0.2115,155.4519071,0.0103,0.019,3238,0.0039,-0.0137,633533.5022,-0.0241,0.1317,321,0.2068,-0.036,0.621212121,0.0188,-0.2601
201803,28204,"charlotte, nc",,310000,-0.3438,-0.3753,14,-0.0667,-0.3,61,0.016666667,0.544303797,4,-0.5,-0.6667,0,,-1,4,-0.5,0,14,0.4,0.2727,256.1335404,-0.0593,0.0121,1269,-0.1443,-0.2699,455360.25,-0.109,-0.1449,28,0.12,-0.0968,1,0.3333,0.45
201803,28227,"charlotte, nc",*,365500,0.0474,0.0627,95,0.0795,-0.1441,65,-0.182389937,,64,0.7778,-0.2,0,,-1,28,-0.2222,-0.125,64,0.3061,-0.3962,122.5680934,0.0399,0.0632,3050,0.0515,0.0732,404947.4583,0.0244,0.1324,159,0.1606,-0.2673,0.673684211,0.1169,-0.2813
201803,28270,"charlotte, nc",,524990,0.0671,-0.0608,94,0.2051,0.119,33,-0.394495413,-0.214285714,64,0.1429,0.3333,0,,,36,0.8,0.5,65,0.2745,-0.0152,155.7377049,0.0355,0.0541,3350,0.0467,-0.1014,627920.6937,0.1114,-0.0027,159,0.2326,0.06,0.691489362,0.0376,-0.0942
201803,28278,"charlotte, nc",,422999,-0.011,0.1435,175,0.0174,-0.0591,65,-0.308510638,0.274509804,88,0.375,0.0476,8,1,-0.5,32,-0.3333,-0.3846,64,0.0667,-0.0857,131.566397,-0.0093,0.0706,3345,0.0135,0.0136,539304.8656,0.0285,0.0773,239,0.0302,-0.0664,0.365714286,0.0169,-0.0106
201803,28214,"charlotte, nc",,245000,0.0041,0.1136,79,0.2154,-0.3525,30,-0.538461538,-0.439252336,64,0.6,0.1429,12,0.5,-0.4,32,3,0,113,-0.1102,-0.1102,105.8485827,-0.0111,-0.0558,2297,-0.0341,0.0776,299048.9709,0.0393,0.0533,192,0,-0.2289,1.430379747,-0.5235,0.3894
201803,28203,"charlotte, nc",,499900,-0.0283,8.00E-04,57,0.0556,-0.0656,34,-0.665024631,-0.2,40,0.4286,0.4286,4,-0.5,,24,2,0.5,55,0,-0.3605,297.7151561,0.0026,0.0869,1873,-0.076,-0.076,646761.5417,0.0213,0.0865,112,0.0275,-0.2381,0.964912281,-0.0536,-0.4449
201803,28212,"charlotte, nc",,179999,-0.1382,0.3216,19,-0.05,-0.1739,38,0.101449275,0.76744186,20,4,-0.5455,0,,,8,-0.3333,1,27,0.08,-0.3721,111.1715274,-0.0179,0.2415,1552,-0.1109,0.0933,171015.2,-0.1033,0.3116,46,0.0222,-0.303,1.421052632,0.1711,-0.4485
201803,28217,"charlotte, nc",,214900,-0.0693,0.1052,20,-0.1304,-0.2857,56,0.964912281,0.866666667,16,0.3333,-0.2,4,,0,8,1,1,14,1.3333,-0.1765,137.5286041,0.0132,0.2389,1584,-0.0663,-0.0608,246293.76,-0.0135,0.0045,34,0.1724,-0.2444,0.7,0.4391,0.0929
201803,28216,"charlotte, nc",,239000,-0.0142,0.2432,70,0.0769,0.129,39,0.026315789,-0.012658228,64,1,0.2308,0,,-1,20,0,1.5,61,0.1296,-0.1757,112.5401929,-0.0436,0.1043,2060,-0.0889,0.1226,299925.8636,-0.0506,0.1851,131,0.1008,-0.0368,0.871428571,0.0407,-0.3221
201802,28210,"charlotte, nc",*,470500,0.0066,0.2238,124,-0.0746,,68.5,-0.127388535,0.256880734,88,0.6923,0.2222,4,0,,36,0.125,0.5,400,0.4706,3.4444,205.0867273,0.0155,-0.0305,2428,0,0.1919,648020.6601,-0.0341,-0.1179,524,0.2906,1.715,3.225806452,1.196,2.352
201802,28226,"charlotte, nc",*,689900,-0.0101,0.2052,129,0.032,,101,-0.077625571,,64,0.7778,0.0667,0,,-1,32,0.6,0.3333,284,0.2241,2.6883,193.3311,-0.0081,0.1471,3422,-0.0055,0.0385,851456.5528,0.0227,0.087,413,0.1569,1.1179,2.201550388,0.3456,1.549
201802,28227,"charlotte, nc",*,348966,0.0341,0.027,88,-0.1287,,79.5,0.204545455,0.039215686,36,-0.1818,-0.4375,0,-1,-1,36,0.2857,0.2857,196,-0.0392,1.3333,117.8603495,0.0079,0.0336,2900.5,0.0547,-0.0014,395317.2828,0.0402,0.1461,284,-0.0689,0.4792,2.227272727,0.2075,1.4495
201802,28203,"charlotte, nc",*,514450,-0.0882,-0.029,54,-0.129,,101.5,0.097297297,,28,0.4,-0.2222,8,,,8,0,0,220,0.4865,1.1154,296.9466665,0.0199,0.0786,2027,-0.0034,0.0153,633245.2794,-0.0026,0.0594,274,0.3048,0.7233,4.074074074,1.687,2.1832
201802,28213,"charlotte, nc",*,215000,-0.0545,0.2724,29,0.2083,,32.5,-0.207317073,-0.057971014,40,1,1,0,,,8,1,1,184,0.1795,1.7059,100.755963,6.00E-04,0.1067,2002,0.0058,0.1496,216878.8065,0.0083,0.0878,213,0.1833,0.885,6.344827586,-0.1552,4.8337
201802,28277,"charlotte, nc",*,487450,0.0104,-0.0192,166,0.0506,,45.5,-0.368055556,0.197368421,108,0.2273,-0.1,8,1,,76,0.4615,0.7273,400,0.1494,2.3058,153.862727,0.0186,0.0147,3225.5,0.0107,-0.0249,649148.9279,0.049,0.179,566,0.1186,1.0142,2.409638554,0.2071,1.6534
201802,28212,"charlotte, nc",*,208875,0.0192,,20,0,0.5385,34.5,-0.126582278,,4,-0.8333,-0.8,0,,,12,2,2,100,0.0417,3.7619,113.2029512,-0.0403,0.2818,1745.5,0.0055,0.4249,190719.6759,0.0082,0.474,120,0.0345,2.5294,5,0.2,3.3846
201802,28214,"charlotte, nc",*,243990,-0.0041,0.1325,65,-0.0441,,65,0.015625,0.226415094,40,0,-0.2857,8,,0,8,0,-0.6667,508,0.0079,3.5766,107.0339806,0.0125,-0.0286,2378,0.0232,0.1259,287735.3711,0.0082,0.0394,573,0.0017,1.428,7.815384615,0.4036,6.9274
201802,28202,"charlotte, nc",*,354000,0.0337,0.0497,77,0.1493,,67,-0.069444444,,44,0.8333,0.375,0,-1,,12,0,-0.5,212,0.2326,3.3265,319.6094754,0.0325,-0.038,1150.5,-0.0095,0.0673,448894.6465,-0.0433,0.0299,289,0.2092,1.3496,2.753246753,0.1861,2.0911
201802,28209,"charlotte, nc",*,480725,0.0684,-0.2576,56,0.098,,16.5,-0.729508197,-0.676470588,56,0.75,0.75,0,,,16,0.3333,-0.2,236,0.3111,2.5224,238.5367661,-0.0608,-0.063,2177,0.2724,-0.1091,635468.0543,0.0879,-0.0518,292,0.2641,1.1791,4.214285714,0.6849,3.2143
201802,28216,"charlotte, nc",*,242445,0.0317,0.2694,65,0.0833,,38,-0.269230769,-0.437037037,32,-0.3333,-0.1111,0,-1,-1,20,1.5,0.6667,216,-0.1,2.541,117.6743846,0.0351,0.2055,2261,0.1029,0.1866,315924.4539,0.0409,0.2162,281,-0.0633,1.2846,3.323076923,-0.6769,2.3392
201802,28208,"charlotte, nc",*,152500,-0.0161,0.3261,43,-0.14,,52,-0.262411348,-0.425414365,32,1,0.1429,0,-1,,8,0,0,252,0.125,4.04,133.8446328,-0.0095,0.335,1305,-0.0046,0.1088,213714.3445,-0.0503,0.1805,295,0.0766,1.4583,5.860465116,1.3805,5.1462
201802,28207,"charlotte, nc",*,1295000,0.3161,-0.0018,46,0.3143,,51.5,-0.343949045,-0.582995951,24,2,0.2,0,,,8,1,-0.3333,88,0.5714,1.5143,340.7880548,0.1626,0.0441,3449.5,0.0842,-0.0901,1425548.718,0.1568,-0.0051,134,0.4725,0.5227,1.913043478,0.313,1.2527
201802,28211,"charlotte, nc",*,899000,0.0741,0.1615,99,-0.0388,,85,-0.034090909,-0.060773481,32,-0.1111,-0.5294,0,,,24,0.2,-0.1429,216,0.2,2.375,266.2523028,0.0417,0.1339,3533,0.0186,0.0646,1105108.381,0.0425,0.0677,315,0.1131,0.6845,2.181818182,0.4342,1.6615
201802,28217,"charlotte, nc",,230900,0.2828,0.3724,23,0.4375,0.2778,28.5,-0.109375,0.017857143,12,-0.4,-0.4,0,,,4,0,,24,-0.4,0.3333,135.7349936,0.2398,0.3676,1696.5,0.1329,0.0847,249662.2792,0.1867,0.0015,47,-0.1607,0.3056,1.043478261,-1.4565,0.0435
201802,28269,"charlotte, nc",*,226490,-0.0563,-0.0484,85,0.0759,,32.5,-0.322916667,-0.197530864,72,0.0588,-0.2174,4,,,32,0.6,-0.1111,456,-0.0256,2.5625,108.4971024,-0.0027,0.0707,2078,-0.0217,-0.1352,237721.5779,-0.0482,-0.0204,541,-0.011,1.2542,5.364705882,-0.5593,4.2218
201802,28262,"charlotte, nc",*,209900,-0.0842,-0.0669,17,-0.1905,,34.5,-0.405172414,-0.273684211,24,0.5,-0.1429,0,,,0,-1,-1,116,0.0357,2.7419,107.1054009,0.0193,0.1255,1747.5,-0.0999,-0.2746,249464.4525,-0.0663,0.0219,133,0,0.9851,6.823529412,1.4902,5.9624
201802,28215,"charlotte, nc",*,219900,-0.0302,0.3331,71,0,,50,-0.159663866,-0.047619048,72,1,0.2,8,-0.3333,1,20,0.25,1.5,480,0.1538,4,109.7651088,0.0204,0.1435,1915,-0.0697,0.2788,256269.7379,-0.0077,0.4761,551,0.1314,2.1486,6.76056338,0.9014,5.5454
201802,28205,"charlotte, nc",*,349900,0.0766,0.1399,115,-0.0336,,63.5,-0.045112782,,56,-0.125,-0.2222,0,,,44,0.5714,0.375,312,0.322,3.1053,220.3354615,0.0164,0.0594,1517,-0.0178,-0.02,395038.1533,0.0508,0.0662,427,0.2028,1.7548,2.713043478,0.7299,1.751
201802,28278,"charlotte, nc",*,427687,0.0063,0.1485,172,0.0361,,94,-0.078431373,,64,0.3333,-0.1579,4,-0.5,-0.75,48,-0.0769,1.4,240,0.1765,5,132.8023126,-0.0206,0.0811,3300.5,0.026,0.0655,524375.1784,0.0149,0.0674,412,0.1135,0.807,1.395348837,0.1664,1.1826
201802,28204,"charlotte, nc",*,472450,0.0678,-0.1518,15,-0.0625,,60,-0.302325581,,8,1,-0.3333,0,,,8,1,1,40,1,2.3333,272.2818543,0.0566,0.0797,1483,0.1071,-0.1467,511061.2167,0.0127,-0.1021,55,0.5278,0.8333,2.666666667,1.4167,2
201802,28270,"charlotte, nc",*,492000,0.0103,-0.0887,78,0,,54.5,-0.237762238,-0.327160494,56,0.5556,0,0,,,20,-0.1667,0.25,204,0.5,3.25,150.4008587,0.0014,0.0065,3200.5,0.0356,-0.1166,564961.3233,0.0856,-0.0631,282,0.3178,1.1364,2.615384615,0.8718,2.044
201802,28273,"charlotte, nc",*,244950,0.0202,0.1692,48,0.0213,,51.5,-0.055045872,,40,2.3333,-0.0909,16,,,8,0,-0.3333,192,0.1429,2.4286,118.8450419,-0.0157,0.1842,1978,0.0107,-0.0897,317191.2032,-0.0413,0.2675,240,0.1163,1.6374,4,0.4255,2.4
201801,28203,"charlotte, nc",,564216.5,0.1287,0.203,62,-0.0746,0.1923,92.5,0.302816901,-0.088669951,20,0.6667,-0.2857,0,-1,,8,0,0,148,2.7949,0.3704,291.1420894,0.0263,0.0601,2034,0.0069,0.1427,634897.3699,0.0397,0.1567,210,0.9811,0.3125,2.387096774,1.805,0.3102
201801,28204,"charlotte, nc",,442450,-0.0057,-0.1016,16,0.0667,0.0667,86,-0.044444444,0.228571429,4,0,-0.6667,0,,,4,,,20,1.8571,0.3333,257.6888889,0.0212,0.0614,1339.5,-0.1004,-0.1573,504652.7722,0.0829,-0.0059,36,0.6364,0.2,1.25,0.7833,0.25
201801,28227,"charlotte, nc",*,337445,0.0545,0.0578,101,-0.0982,,66,0.157894737,-0.190184049,44,0.375,-0.3125,4,0,0,28,0,0.1667,204,2.3443,1.7945,116.9344081,0.0065,0.075,2750,0.0018,-0.0375,380023.7831,0.0308,0.1651,305,0.763,0.6758,2.01980198,1.4752,1.3501
201801,28262,"charlotte, nc",*,229200,0.0665,-0.0011,21,-0.2759,,58,0.45,0.064220183,16,0,-0.4286,0,,,4,-0.5,-0.5,112,4.3333,2.027,105.075978,0.0491,0.143,1941.5,-0.102,-0.1941,267174.087,0.0436,0.0851,133,1.66,0.622,5.333333333,4.6092,4.5111
201801,28215,"charlotte, nc",*,226750,0.0651,0.3668,71,-0.2283,,59.5,0.101851852,-0.105263158,36,-0.3077,-0.4,12,-0.25,0,16,0,0.3333,416,3.4255,4.5467,107.5666053,-0.0115,0.1329,2058.5,0.2109,0.2412,258252.0084,0.055,0.4578,487,1.6183,2.0248,5.85915493,4.8374,4.9871
201801,28217,"charlotte, nc",*,180000,-0.0521,0.0317,16,0,,32,-0.272727273,-0.609756098,20,4,0,0,,,4,,,40,1.8571,1.5,109.4848413,-0.1489,0.0531,1497.5,-0.0546,-0.045,210392.4469,-0.0516,-0.3225,56,0.8667,0.75,2.5,1.625,1.5
201801,28216,"charlotte, nc",*,234995,0.0449,0.1779,60,-0.0476,,52,-0.133333333,-0.087719298,48,0.3333,0.2,8,-0.3333,,8,-0.5,-0.5,240,3.3636,3.2105,113.680171,0.0083,0.1425,2050,-0.0049,0.0457,303520.7379,-0.0061,0.1552,300,1.5424,1.4793,4,3.127,3.1094
201801,28209,"charlotte, nc",*,449950,0.0716,-0.2707,51,-0.2273,,61,-0.031746032,0.016666667,32,1,-0.3333,0,,,12,-0.4,0.5,180,3.5,3,253.978085,-0.0048,0.0407,1711,0.0209,-0.2496,584105.2558,0.0824,-0.0854,231,1.1792,1.0087,3.529411765,2.9234,2.8866
201801,28211,"charlotte, nc",*,837000,0.0207,0.1574,103,-0.1271,,88,0.047619048,-0.078534031,36,1.25,-0.3077,0,,,20,0.25,0,180,2.5294,3.5,255.5982738,0.0348,0.0995,3468.5,0.0507,0.0666,1060062.428,0.0693,0.0647,283,0.6746,0.8867,1.747572816,1.3154,1.3839
201801,28210,"charlotte, nc",*,467425,-0.0461,0.2325,134,-0.0563,,78.5,0.137681159,-0.107954545,52,0.4444,0,4,-0.5,0,32,1,1,272,2.358,3.459,201.9602499,0.0214,-0.0487,2428,-0.0029,0.2378,670899.3335,1.00E-04,-0.0794,406,0.8206,1.5696,2.029850746,1.4594,1.401
201801,28278,"charlotte, nc",*,425000,0.0119,0.1305,166,0.0122,,102,0.03030303,0.299363057,48,0.5,-0.5556,8,1,-0.6,52,3.3333,2.25,204,2.2903,4.8286,135.5914201,-0.0018,0.1038,3217,-0.0138,0.0226,516664.7847,-0.0289,0.0509,370,0.6372,0.8137,1.228915663,0.8509,1.0218
201801,28269,"charlotte, nc",*,240000,-0.0342,0.0448,79,-0.1124,,48,0.066666667,0.043478261,68,0.2143,0,0,,,20,-0.1667,-0.1667,468,2.7742,3.2936,108.787697,0.0074,0.1008,2124,0,-0.0861,249764.043,-0.0138,0.0683,547,1.5681,1.442,5.924050633,4.5308,4.9762
201801,28277,"charlotte, nc",*,482450,0.0178,-0.0222,158,-0.0125,,72,-0.01369863,-0.12195122,88,0.8333,-0.0435,4,,-0.6667,52,0.4444,0.1818,348,2.6632,2.48,151.0581878,-6.00E-04,0.0064,3191.5,0.0087,-0.0085,618844.8136,0.0024,0.1643,506,0.9843,1.0159,2.202531646,1.6088,1.5403
201801,28273,"charlotte, nc",*,240094.5,-0.0842,0.0988,47,-0.1754,,54.5,0.434210526,-0.15503876,12,-0.5714,-0.25,0,-1,-1,8,-0.3333,-0.3333,168,4.6,2.2308,120.7394328,0.0351,0.2164,1957,-0.036,-0.1027,330850.0518,0.0272,0.5031,215,1.4713,1.4713,3.574468085,3.0482,2.0888
201801,28208,"charlotte, nc",*,155000,-0.0245,0.4419,50,-0.0196,,70.5,0.215517241,-0.034246575,16,0,-0.5,8,,0,8,1,-0.5,224,2.7966,4.3333,135.1351351,-0.0512,0.4373,1311,0,0.1124,225041.7826,0.0086,0.2782,274,1.4909,1.192,4.48,3.3231,3.974
201801,28226,"charlotte, nc",*,696950,0.0341,0.2121,125,-0.0741,,109.5,0.164893617,0.177419355,36,1.25,-0.4706,0,,,20,-0.375,0,232,2.2676,3.0702,194.9093901,0.0407,0.146,3441,0.0187,0.0581,832595.6866,0.0312,0.0601,357,0.733,1.3032,1.856,1.3301,1.2744
201801,28214,"charlotte, nc",*,244990,0.0212,0.1385,68,-0.15,,64,0.163636364,-0.152317881,40,0.25,-0.4737,0,,-1,8,0,-0.5,504,2.4286,4.3053,105.7111089,-0.0114,-0.0201,2324,0.0417,0.1608,285396.018,0.0471,0.0533,572,1.5198,1.6239,7.411764706,5.5743,6.6394
201801,28207,"charlotte, nc",*,984000,0.2947,-0.2048,35,-0.2045,,78.5,0.060810811,-0.424908425,8,0,-0.6,0,,,4,0,-0.5,56,1.9474,1.0741,293.1380748,0.0854,-0.1073,3181.5,0.2803,-0.1091,1232300.223,0.1011,-0.131,91,0.4444,0.0341,1.6,1.1682,1.1574
201801,28213,"charlotte, nc",*,227400,0.2292,0.2359,24,-0.2727,,41,0.078947368,-0.196078431,20,-0.4444,-0.5455,0,,-1,4,0,-0.6667,156,2.5455,1.7857,100.6957386,0.0344,0.15,1990.5,0.1214,0.0836,215085.7616,0.1289,0.0652,180,1.3377,0.6364,6.5,5.1667,5.463
201801,28205,"charlotte, nc",*,325000,-0.0896,0.0403,119,-0.0403,,66.5,0.231481481,0.007575758,64,1,0.3333,0,-1,,28,-0.125,0.1667,236,2.5758,2.4203,216.7747164,0,0.0679,1544.5,-0.0472,-0.0431,375926.9648,-0.0198,0.0128,355,0.8684,1.4653,1.983193277,1.4509,1.0632
201801,28202,"charlotte, nc",*,342450,0.0256,-0.0637,67,-0.141,,72,0.058823529,0.035971223,24,1,-0.4,4,0,,12,0.5,0,172,3,3.0952,309.5531162,0.0325,-0.0575,1161.5,0.0118,0.0417,469226.814,0.0159,0.0482,239,0.9752,1.0427,2.567164179,2.0159,2.0072
201801,28212,"charlotte, nc",*,204950,-0.0594,,20,-0.1667,,39.5,-0.122222222,,24,2,1,0,,,4,0,,96,2,3,117.9591326,-0.0222,0.3347,1736,-0.0097,0.0929,189168.4231,-0.0395,0.1935,116,1.0714,3,4.8,3.4667,0
201801,28270,"charlotte, nc",*,487000,0.0041,-0.0896,78,-0.0714,,71.5,0.134920635,-0.235294118,36,0.8,0,0,,-1,24,0,0.2,136,2.4,2.2381,150.1947385,-3.00E-04,0.0069,3090.5,0.0237,-0.1228,520405.8576,0.0312,-0.133,214,0.7258,0.7398,1.743589744,1.2674,1.2251
201712,28262,"charlotte, nc",,214900,-0.0187,-0.032,29,0.16,-0.3696,40,-0.333333333,-0.223300971,16,0,0,0,,,8,0,-0.3333,84,-0.087,-0.4878,100.1582278,0.0167,0.0826,2162,-0.0975,-0.1268,256012.871,-0.0508,0.0429,113,-0.0342,-0.4619,2.896551724,-0.7834,-0.6687
201712,28273,"charlotte, nc",*,262172,0.0611,0.1783,57,0.0755,,38,0.070422535,-0.247524752,28,-0.2222,0.1667,20,1.5,,12,-0.25,2,120,-0.2857,-0.5,116.6412988,0.0311,0.149,2030,0.012,-0.0658,322096.9683,0.0424,0.4268,177,-0.1991,-0.3679,2.105263158,-1.0645,-3.8947
201712,28217,"charlotte, nc",*,189900,-0.1349,0.2452,16,-0.0588,,44,0.157894737,-0.653543307,4,-0.5,0,0,-1,,0,-1,-1,56,-0.1765,-0.2632,128.64494,-0.0132,0.3961,1584,0,-0.0028,221838.8889,-3.00E-04,-0.3131,72,-0.1529,-0.2258,3.5,-0.5,-0.9706
201712,28269,"charlotte, nc",,248500,-0.006,0.1044,89,-0.1759,-0.2458,45,0.097560976,-0.210526316,56,-0.3333,-0.125,0,-1,-1,24,0,0.5,496,-0.0606,0.0877,107.9913607,0.0122,0.1165,2124,-0.0413,-0.0398,253269.6083,-0.0096,0.1125,585,-0.0802,0.0192,5.573033708,0.6841,1.7086
201712,28226,"charlotte, nc",,674000,0.0298,0.1235,135,-0.1718,0.3107,94,0.205128205,-0.082926829,16,-0.6,0,0,,,32,-0.2,1.6667,284,-0.0139,0.1639,187.2890889,0.0076,0.105,3378,-0.0031,0.0185,807371.3776,-0.0068,0.0251,419,-0.071,0.2075,2.103703704,0.3368,-0.2652
201712,28208,"charlotte, nc",*,158900,-0.065,0.3593,51,-0.2714,,58,0.137254902,-0.025210084,16,-0.2,-0.5,0,-1,,4,-0.6667,-0.5,236,0.0172,0.2292,142.4342105,-0.0121,0.4849,1311,-4.00E-04,0.0607,223123.9286,-0.0164,0.2339,287,-0.0497,-0.0035,4.62745098,1.3132,2.6275
201712,28227,"charlotte, nc",*,320000,-0.0123,0.0159,112,-0.0667,,57,-0.080645161,-0.129770992,32,-0.3846,0,4,,,28,0.75,1.3333,244,-0.1867,-0.3068,116.1808196,-0.0095,0.0693,2745,0,-0.0565,368681.6769,-0.0035,0.1186,356,-0.1524,-0.2442,2.178571429,-0.3214,-0.7794
201712,28202,"charlotte, nc",,333900,0.0059,-0.0976,78,-0.0714,-0.0602,68,0.070866142,-0.175757576,12,-0.5,-0.25,4,-0.5,,8,-0.6,0,172,-0.1887,0.1316,299.8236332,-0.0305,-0.0825,1148,-0.0069,0,461884.747,-0.013,0.0154,250,-0.1554,0.0638,2.205128205,-0.3187,0.3738
201712,28204,"charlotte, nc",,445000,-0.0532,-0.0378,15,-0.3182,-0.2105,90,-0.010989011,0.313868613,4,-0.5,0,0,,,0,-1,,28,-0.5,-0.4167,252.3291925,-0.0872,0.0697,1489,0.0013,0.0185,466015.7368,-0.1053,0.0508,43,-0.4487,-0.3582,1.866666667,-0.6788,-0.6596
201712,28270,"charlotte, nc",,485000,-0.0241,-0.024,84,-0.1765,-0.1845,63,-0.045454545,-0.275862069,20,-0.4444,0.6667,0,,,24,-0.1429,0.5,160,-0.2727,0.0526,150.2437043,-0.0125,0.0169,3019,-0.056,-0.1398,504636.0982,-0.047,-0.1134,244,-0.2422,-0.0431,1.904761905,-0.2521,0.429
201712,28205,"charlotte, nc",*,357000,-0.0068,0.2122,124,-0.1206,,54,0.069306931,-0.060869565,32,-0.3846,0.3333,4,,,32,-0.1111,1,264,-0.1316,-0.0435,216.7747164,0,0.1074,1621,-0.0456,0.0279,383531.642,-0.0287,0.1114,388,-0.1281,0.0778,2.129032258,-0.027,-1.1567
201712,28278,"charlotte, nc",,420000,0.0358,0.1173,164,-0.1633,-0.0409,99,0.214723926,0.087912088,32,-0.4286,0.3333,4,0,-0.5,12,-0.8,-0.6667,248,-0.1143,0.5897,135.837527,0.038,0.1148,3262,-0.0024,0.0178,532021.4921,0.0196,0.0615,412,-0.1345,0.2599,1.512195122,0.0836,0.5999
201712,28214,"charlotte, nc",*,239900,0.0296,0.1345,80,-0.2157,,55,0.279069767,-0.367816092,32,-0.5,-0.2,0,-1,-1,8,-0.7143,-0.3333,588,0.0208,0.5474,106.9247788,-0.0021,-0.0088,2231,0.0573,0.07,272569.734,0.008,0.0249,668,-0.0147,0.3047,7.35,1.7029,4.4712
201712,28210,"charlotte, nc",*,490000,0.0572,,142,-0.1125,0.3524,69,0.140495868,-0.021276596,36,-0.3571,0.2857,8,0,,16,-0.6,0,324,-0.1383,0.3065,197.7303989,-0.0022,-0.061,2435,-0.0174,0.219,670818.8079,0.0351,-0.0763,466,-0.1306,0.3201,2.281690141,-0.0683,-0.0802
201712,28203,"charlotte, nc",*,499900,-0.0932,0.0047,67,-0.2118,,71,0.52688172,-0.118012422,12,-0.5,0.5,4,0,,8,-0.6,1,156,-0.1875,-0.6518,283.6848039,0.0086,0.0279,2020,-0.0069,0.007,610647.127,-0.0163,0.0855,223,-0.1949,-0.5593,2.328358209,0.0695,-5.3958
201712,28211,"charlotte, nc",,819999,0.0289,0.2615,118,-0.1862,-0.0248,84,0.282442748,0,16,-0.6,0.3333,0,,,16,-0.5556,-0.2,204,-0.1356,0.275,246.9964664,0.0233,0.119,3301,0.0664,0.041,991364.155,0.0554,0.0323,322,-0.1549,0.1459,1.728813559,0.1012,0.4065
